datetime,datetime,random,year,month,day,sazonal,timeSeries
2022-01-05 03:00:00,2022-01-05 03:00:00,0.5211574517944809,2022,1,5,0.9976376494530662,10.497533946325143
2022-01-05 04:00:00,2022-01-05 04:00:00,0.5994719202971985,2022,1,5,0.9975897034456389,10.575368954753587
2022-01-05 05:00:00,2022-01-05 05:00:00,0.4642374976720961,2022,1,5,0.9975412763475174,10.439650261147271
2022-01-05 06:00:00,2022-01-05 06:00:00,0.63698063411925,2022,1,5,0.997492368182056,10.61190431593981
2022-01-05 07:00:00,2022-01-05 07:00:00,0.062249246019585924,2022,1,5,0.9974429789728406,10.036679035747992
2022-01-05 08:00:00,2022-01-05 08:00:00,0.09975281398891833,2022,1,5,0.9973931087436895,10.073683901425813
2022-01-05 09:00:00,2022-01-05 09:00:00,0.7077831260987437,2022,1,5,0.9973427575186525,10.681210701285268
2022-01-05 10:00:00,2022-01-05 10:00:00,0.8332700248599959,2022,1,5,0.9972919253220119,10.806189278080115
2022-01-05 11:00:00,2022-01-05 11:00:00,0.15384619008398248,2022,1,5,0.9972406121782815,10.126252311866796
2022-01-05 12:00:00,2022-01-05 12:00:00,0.22057704559855718,2022,1,5,0.9971888181122075,10.192465226720632
2022-01-05 13:00:00,2022-01-05 13:00:00,0.590682706039346,2022,1,5,0.9971365431487673,10.562048137527018
2022-01-05 14:00:00,2022-01-05 14:00:00,0.49422365444496474,2022,1,5,0.997083787313171,10.465061527576676
2022-01-05 15:00:00,2022-01-05 15:00:00,0.8740374292908203,2022,1,5,0.9970305506308603,10.844342935599425
2022-01-05 16:00:00,2022-01-05 16:00:00,0.9381913714712468,2022,1,5,0.9969768331275085,10.907959702746332
2022-01-05 17:00:00,2022-01-05 17:00:00,0.9202165034198595,2022,1,5,0.9969226348290212,10.889442851710072
2022-01-05 18:00:00,2022-01-05 18:00:00,0.11365325499459766,2022,1,5,0.9968679557615356,10.082332812609954
2022-01-05 19:00:00,2022-01-05 19:00:00,0.6942102078508371,2022,1,5,0.996812795951421,10.662338167365046
2022-01-05 20:00:00,2022-01-05 20:00:00,0.19309299262283042,2022,1,5,0.9967571554252782,10.160664546875612
2022-01-05 21:00:00,2022-01-05 21:00:00,0.970040628195142,2022,1,5,0.9967010342099402,10.937050970294543
2022-01-05 22:00:00,2022-01-05 22:00:00,0.8870146649647754,2022,1,5,0.9966444323324715,10.853458988289491
2022-01-05 23:00:00,2022-01-05 23:00:00,0.6676718860106265,2022,1,5,0.9965873498201685,10.633545384212312
2022-01-06 00:00:00,2022-01-06 00:00:00,0.8403098094725251,2022,1,6,0.9965297867005595,10.80560767647812
2022-01-06 01:00:00,2022-01-06 01:00:00,0.7456064868396799,2022,1,6,0.9964717430014044,10.710323916853724
2022-01-06 02:00:00,2022-01-06 02:00:00,0.872548564907208,2022,1,6,0.9964132187506951,10.836680752414159
2022-01-06 03:00:00,2022-01-06 03:00:00,0.5453808359861486,2022,1,6,0.996354213976655,10.5089229757527
2022-01-06 04:00:00,2022-01-06 04:00:00,0.30273241696485664,2022,1,6,0.9962947287077394,10.26567970404225
2022-01-06 05:00:00,2022-01-06 05:00:00,0.8769241621218519,2022,1,6,0.9962347629726351,10.839271791848205
2022-01-06 06:00:00,2022-01-06 06:00:00,0.5636278393882778,2022,1,6,0.996174316800261,10.525371007390888
2022-01-06 07:00:00,2022-01-06 07:00:00,0.4061327960478198,2022,1,6,0.9961133902197672,10.36726669824549
2022-01-06 08:00:00,2022-01-06 08:00:00,0.9459336882515236,2022,1,6,0.9960519832605359,10.906453520856882
2022-01-06 09:00:00,2022-01-06 09:00:00,0.47455572260143086,2022,1,6,0.9959900959521808,10.434456682123239
2022-01-06 10:00:00,2022-01-06 10:00:00,0.4158866569717641,2022,1,6,0.9959277283245471,10.375163940217236
2022-01-06 11:00:00,2022-01-06 11:00:00,0.9956533825344828,2022,1,6,0.9958648804077119,10.954302186611603
2022-01-06 12:00:00,2022-01-06 12:00:00,0.8907501104211026,2022,1,6,0.9958015522319837,10.848765632740939
2022-01-06 13:00:00,2022-01-06 13:00:00,0.2311206789977227,2022,1,6,0.9957377438279029,10.188498117276751
2022-01-06 14:00:00,2022-01-06 14:00:00,0.03941967665629287,2022,1,6,0.9956734552262411,9.996154228918703
2022-01-06 15:00:00,2022-01-06 15:00:00,0.7122406414256139,2022,1,6,0.9956086864580017,10.668327506005632
2022-01-06 16:00:00,2022-01-06 16:00:00,0.8377617037341701,2022,1,6,0.9955434375544198,10.793196079278367
2022-01-06 17:00:00,2022-01-06 17:00:00,0.25659554282914154,2022,1,6,0.9954777085469617,10.211372628298758
2022-01-06 18:00:00,2022-01-06 18:00:00,0.9566686105777561,2022,1,6,0.9954114994673254,10.91078360525101
2022-01-06 19:00:00,2022-01-06 19:00:00,0.17320048103129138,2022,1,6,0.9953448103474407,10.126648584505698
2022-01-06 20:00:00,2022-01-06 20:00:00,0.13268375188828818,2022,1,6,0.9952776412194684,10.085460164082972
2022-01-06 21:00:00,2022-01-06 21:00:00,0.6861679959226118,2022,1,6,0.995209992115801,10.63826791708062
2022-01-06 22:00:00,2022-01-06 22:00:00,0.022212916364934387,2022,1,6,0.9951418630690625,9.97363154705556
2022-01-06 23:00:00,2022-01-06 23:00:00,0.4438220765716814,2022,1,6,0.9950732541121086,10.394554617692767
2022-01-07 00:00:00,2022-01-07 00:00:00,0.8266543243088271,2022,1,7,0.9950041652780258,10.776695977089085
2022-01-07 01:00:00,2022-01-07 01:00:00,0.11259362009705776,2022,1,7,0.9949345966001326,10.061939586098385
2022-01-07 02:00:00,2022-01-07 02:00:00,0.14988020749176223,2022,1,7,0.9948645481119787,10.098525688611549
2022-01-07 03:00:00,2022-01-07 03:00:00,0.16759159010710778,2022,1,7,0.9947940198473452,10.11553178858056
2022-01-07 04:00:00,2022-01-07 04:00:00,0.4529150091844534,2022,1,7,0.9947230118402446,10.4001451275869
2022-01-07 05:00:00,2022-01-07 05:00:00,0.51648124429671,2022,1,7,0.9946515241249206,10.462996485545917
2022-01-07 06:00:00,2022-01-07 06:00:00,0.7165712132016323,2022,1,7,0.9945795567358485,10.662366780560118
2022-01-07 07:00:00,2022-01-07 07:00:00,0.9335026941202561,2022,1,7,0.9945071097077347,10.878573791197603
2022-01-07 08:00:00,2022-01-07 08:00:00,0.8352816405715826,2022,1,7,0.9944341830755171,10.779623471326754
2022-01-07 09:00:00,2022-01-07 09:00:00,0.43663157332624447,2022,1,7,0.9943607768743647,10.380239342069892
2022-01-07 10:00:00,2022-01-07 10:00:00,0.46046828856827315,2022,1,7,0.994286891139678,10.403337199965055
2022-01-07 11:00:00,2022-01-07 11:00:00,0.1087453751428884,2022,1,7,0.9942125259070885,10.050870634213773
2022-01-07 12:00:00,2022-01-07 12:00:00,0.7561517874249302,2022,1,7,0.994137681212459,10.69752859954952
2022-01-07 13:00:00,2022-01-07 13:00:00,0.4079333958862933,2022,1,7,0.9940623570918838,10.34855696680513
2022-01-07 14:00:00,2022-01-07 14:00:00,0.04024479561074901,2022,1,7,0.9939865535816881,9.98011033142763
2022-01-07 15:00:00,2022-01-07 15:00:00,0.043790969153203796,2022,1,7,0.9939102707184282,9.982893676337486
2022-01-07 16:00:00,2022-01-07 16:00:00,0.11354737191530351,2022,1,7,0.993833508538892,10.051882457304224
2022-01-07 17:00:00,2022-01-07 17:00:00,0.27629427545882046,2022,1,7,0.993756267080098,10.213856946259801
2022-01-07 18:00:00,2022-01-07 18:00:00,0.7286627849345189,2022,1,7,0.9936785463792964,10.665448248727483
2022-01-07 19:00:00,2022-01-07 19:00:00,0.8547907278299799,2022,1,7,0.9936003464739682,10.790794192569663
2022-01-07 20:00:00,2022-01-07 20:00:00,0.9004027826526486,2022,1,7,0.9935216674018256,10.835619456670903
2022-01-07 21:00:00,2022-01-07 21:00:00,0.4878183535075973,2022,1,7,0.9934425092008116,10.422243445515713
2022-01-07 22:00:00,2022-01-07 22:00:00,0.02872830885889921,2022,1,7,0.9933628719091006,9.962357027949905
2022-01-07 23:00:00,2022-01-07 23:00:00,0.013197564529939698,2022,1,7,0.9932827555650979,9.946025120180918
2022-01-08 00:00:00,2022-01-08 00:00:00,0.6461857787617963,2022,1,8,0.99320216020744,10.578207380836195
2022-01-08 01:00:00,2022-01-08 01:00:00,0.2529973838255095,2022,1,8,0.9931210858749941,10.184208242575451
2022-01-08 02:00:00,2022-01-08 02:00:00,0.005823019559498377,2022,1,8,0.9930395326068586,9.936218345628085
2022-01-08 03:00:00,2022-01-08 03:00:00,0.7665890088569424,2022,1,8,0.9929575004423629,10.69616401328057
2022-01-08 04:00:00,2022-01-08 04:00:00,0.3883119880551098,2022,1,8,0.992874989421067,10.31706188226578
2022-01-08 05:00:00,2022-01-08 05:00:00,0.5286258739505495,2022,1,8,0.9927919995827623,10.456545869778171
2022-01-08 06:00:00,2022-01-08 06:00:00,0.4110823582957478,2022,1,8,0.9927085309674709,10.338167667970456
2022-01-08 07:00:00,2022-01-08 07:00:00,0.8360911001799437,2022,1,8,0.9926245836154458,10.762336936334401
2022-01-08 08:00:00,2022-01-08 08:00:00,0.4754743460057912,2022,1,8,0.9925401575671708,10.4008759216775
2022-01-08 09:00:00,2022-01-08 09:00:00,0.2577561489570652,2022,1,8,0.9924552528633608,10.182308677590674
2022-01-08 10:00:00,2022-01-08 10:00:00,0.603709643664208,2022,1,8,0.992369869544961,10.527408339113817
2022-01-08 11:00:00,2022-01-08 11:00:00,0.4147571162908418,2022,1,8,0.9922840076531481,10.337597192822322
2022-01-08 12:00:00,2022-01-08 12:00:00,0.7281746285751731,2022,1,8,0.992197667229329,10.650151300868464
2022-01-08 13:00:00,2022-01-08 13:00:00,0.9426651399910649,2022,1,8,0.992110848315142,10.863773623142485
2022-01-08 14:00:00,2022-01-08 14:00:00,0.5568828214596427,2022,1,8,0.9920235509524553,10.477118330984196
2022-01-08 15:00:00,2022-01-08 15:00:00,0.4872092652113137,2022,1,8,0.9919357751833687,10.406567017045
2022-01-08 16:00:00,2022-01-08 16:00:00,0.9166496791232652,2022,1,8,0.9918475210502122,10.835124889625389
2022-01-08 17:00:00,2022-01-08 17:00:00,0.8118669906534234,2022,1,8,0.9917587885955467,10.729454876608889
2022-01-08 18:00:00,2022-01-08 18:00:00,0.16533884600544957,2022,1,8,0.9916695778621636,10.082034624627084
2022-01-08 19:00:00,2022-01-08 19:00:00,0.3457960489359817,2022,1,8,0.991579888893085,10.261594937866832
2022-01-08 20:00:00,2022-01-08 20:00:00,0.5912659590275466,2022,1,8,0.9914897217315638,10.506163176343184
2022-01-08 21:00:00,2022-01-08 21:00:00,0.14509262948989488,2022,1,8,0.9913990764210834,10.059083393700728
2022-01-08 22:00:00,2022-01-08 22:00:00,0.18864583992975092,2022,1,8,0.9913079530053578,10.10172536998333
2022-01-08 23:00:00,2022-01-08 23:00:00,0.1856274643483713,2022,1,8,0.9912163515283313,10.097790979631684
2022-01-09 00:00:00,2022-01-09 00:00:00,0.3478863305139408,2022,1,9,0.9911242720341794,10.259129050855735
2022-01-09 01:00:00,2022-01-09 01:00:00,0.9101738105590368,2022,1,9,0.9910317145673073,10.82049095623211
2022-01-09 02:00:00,2022-01-09 02:00:00,0.741330570522141,2022,1,9,0.9909386791723515,10.650717362245656
2022-01-09 03:00:00,2022-01-09 03:00:00,0.4009388157636834,2022,1,9,0.9908451658941783,10.309390474705467
2022-01-09 04:00:00,2022-01-09 04:00:00,0.9494555755891062,2022,1,9,0.9907511747778849,10.856967323367954
2022-01-09 05:00:00,2022-01-09 05:00:00,0.9484509303032181,2022,1,9,0.9906567058687987,10.855017988991206
2022-01-09 06:00:00,2022-01-09 06:00:00,0.5816844530067542,2022,1,9,0.9905617592124779,10.487302045131534
2022-01-09 07:00:00,2022-01-09 07:00:00,0.5854133411315833,2022,1,9,0.9904663348547105,10.490076689678688
2022-01-09 08:00:00,2022-01-09 08:00:00,0.5071167653098152,2022,1,9,0.9903704328415154,10.41082109372497
2022-01-09 09:00:00,2022-01-09 09:00:00,0.3957627326244261,2022,1,9,0.9902740532191414,10.29850326481584
2022-01-09 10:00:00,2022-01-09 10:00:00,0.06874599219407351,2022,1,9,0.9901771960340682,9.970517952534756
2022-01-09 11:00:00,2022-01-09 11:00:00,0.9700573145196895,2022,1,9,0.9900798613330053,10.870855927849743
2022-01-09 12:00:00,2022-01-09 12:00:00,0.017437463661001962,2022,1,9,0.9899820491628926,9.917257955289928
2022-01-09 13:00:00,2022-01-09 13:00:00,0.7461161745486546,2022,1,9,0.9898837595709004,10.64495377025766
2022-01-09 14:00:00,2022-01-09 14:00:00,0.7898810943131782,2022,1,9,0.989784992604429,10.687731020357468
2022-01-09 15:00:00,2022-01-09 15:00:00,0.818464876393524,2022,1,9,0.9896857483111093,10.715322359504617
2022-01-09 16:00:00,2022-01-09 16:00:00,0.6380576899219017,2022,1,9,0.9895860267388021,10.533917957309924
2022-01-09 17:00:00,2022-01-09 17:00:00,0.4883454595807878,2022,1,9,0.9894858279355984,10.383203738936771
2022-01-09 18:00:00,2022-01-09 18:00:00,0.7674763085013568,2022,1,9,0.9893851519498194,10.66132782799955
2022-01-09 19:00:00,2022-01-09 19:00:00,0.6195228021230252,2022,1,9,0.9892839988300164,10.51236279042319
2022-01-09 20:00:00,2022-01-09 20:00:00,0.49953040934693416,2022,1,9,0.9891823686249708,10.391354095596643
2022-01-09 21:00:00,2022-01-09 21:00:00,0.05674986997832909,2022,1,9,0.989080261383694,9.947552483815269
2022-01-09 22:00:00,2022-01-09 22:00:00,0.6425542535959113,2022,1,9,0.9889776771554276,10.532331025150187
2022-01-09 23:00:00,2022-01-09 23:00:00,0.7685376924794629,2022,1,9,0.9888746159896432,10.657283852375894
2022-01-10 00:00:00,2022-01-10 00:00:00,0.35836902829948936,2022,1,10,0.9887710779360422,10.24607980765991
2022-01-10 01:00:00,2022-01-10 01:00:00,0.9554798038180955,2022,1,10,0.9886670630445564,10.84215043426366
2022-01-10 02:00:00,2022-01-10 02:00:00,0.6134284385531091,2022,1,10,0.9885625713653472,10.49905415220658
2022-01-10 03:00:00,2022-01-10 03:00:00,0.8579607604259658,2022,1,10,0.9884576029488059,10.742536789914025
2022-01-10 04:00:00,2022-01-10 04:00:00,0.14140554702658958,2022,1,10,0.9883521578455541,10.024927125482131
2022-01-10 05:00:00,2022-01-10 05:00:00,0.053932611650770346,2022,1,10,0.9882462361064427,9.936394972715197
2022-01-10 06:00:00,2022-01-10 06:00:00,0.42631873444530644,2022,1,10,0.988139837782553,10.307717112270836
2022-01-10 07:00:00,2022-01-10 07:00:00,0.5400362416562672,2022,1,10,0.9880329629251958,10.420365870908226
2022-01-10 08:00:00,2022-01-10 08:00:00,0.8706071432584513,2022,1,10,0.987925611585912,10.749863259117571
2022-01-10 09:00:00,2022-01-10 09:00:00,0.4047029321294038,2022,1,10,0.9878177838164719,10.282880770294122
2022-01-10 10:00:00,2022-01-10 10:00:00,0.6833817855534664,2022,1,10,0.987709479668876,10.560476582242227
2022-01-10 11:00:00,2022-01-10 11:00:00,0.6367985061053613,2022,1,10,0.9876006991953541,10.512805498058903
2022-01-10 12:00:00,2022-01-10 12:00:00,0.28139855592985186,2022,1,10,0.9874914424483661,10.156312980413514
2022-01-10 13:00:00,2022-01-10 13:00:00,0.9989921673726846,2022,1,10,0.9873817094806012,10.872809262178697
2022-01-10 14:00:00,2022-01-10 14:00:00,0.16887591031816218,2022,1,10,0.9872715003449786,10.041590913767948
2022-01-10 15:00:00,2022-01-10 15:00:00,0.10031869082471512,2022,1,10,0.9871608150946469,9.971926841771184
2022-01-10 16:00:00,2022-01-10 16:00:00,0.03807187481699281,2022,1,10,0.9870496537829845,9.908568412646837
2022-01-10 17:00:00,2022-01-10 17:00:00,0.5878854732641312,2022,1,10,0.9869380164635992,10.457265637900123
2022-01-10 18:00:00,2022-01-10 18:00:00,0.5651348552562945,2022,1,10,0.9868259031903286,10.43339388715958
2022-01-10 19:00:00,2022-01-10 19:00:00,0.6977778322126437,2022,1,10,0.9867133140172395,10.56491097238504
2022-01-10 20:00:00,2022-01-10 20:00:00,0.09754797357135647,2022,1,10,0.9866002489986284,9.963550463557642
