fid,bin,bbl,gr_area,bldg_area,prop_gr,cnstrct_yr,doitt_id,heightroof,feat_code,groundelev,qa,notes,classified,digitized,newlyadded,original_source,address,borough,ownertype,zonedist1,spdist1,bbl_fixed,xcoord,ycoord
278,3398042,3023930010,360.07051,585.43412,0.61505,2010,1113834,40.67822,2100,46,Good,,1,0,0,classification,174 GRAND STREET,BK,P,R6B,,0,-73.9612,40.71431
279,1032534,1012240001,726.98418,13756.71773,0.05285,1929,132038,168.5037,2100,102,Good,,1,1,0,Visual - pre-classification,681 AMSTERDAM AVENUE,MN,P,C2-8,,0,-73.97136,40.79232
280,1028832,1011340025,5484.93739,71917.71579,0.07627,1964,159845,92.46,2100,74,Good,,1,1,0,greenroofs.com,119 AMSTERDAM AVENUE,MN,M,C4-7,L,0,-73.98408,40.77341
281,1011210,1006200062,161.03424,940.00673,0.17131,1899,421904,39.53,2100,23,Good,,1,0,0,classification,70 CHARLES STREET,MN,,R6,,0,-74.00344,40.73476
282,4000000,4000850041,1160.59223,20275.87495,0.05724,,1268752,149.08813,2100,12,Good,,1,0,0,classification,45-50 PEARSON STREET,QN,,M1-5/R7-3,LIC,0,-73.94425,40.74455
283,2125340,2027270004,1957.21049,9725.51117,0.20124,2011,1257031,77.18709,2100,64,Good,,1,0,0,classification,1060 SIMPSON STREET,BX,X,R7-1,,0,-73.89254,40.82481
284,3144193,3058250001,9518.23682,157733.3663,0.06034,1971,354773,296.53922,2100,49,Good,,1,0,0,classification,260 65 STREET,BK,P,R7-1,BR,0,-74.0245,40.63926
285,1089742,1011717509,3103.07011,45605.60659,0.06804,2015,1260702,328.24747,2100,9,Good,,1,0,0,classification,50 RIVERSIDE BOULEVARD,MN,,R10,,0,-73.99124,40.77394
286,4209734,4098030024,888.01906,16739.47171,0.05305,1963,776190,104.8,2100,65,Good,Not visible in newer imagery on google maps,1,0,0,classification,89-12 170 STREET,QN,,R6A,,0,-73.79145,40.70907
287,1007190,1004807502,520.67707,4375.62344,0.11899,0,645991,70.36,2100,37,Good,,1,0,0,classification,372 BROOME STREET,MN,,C6-2G,,1,-73.99608,40.72051
288,3124035,3053200055,369.62296,9354.53222,0.03951,,1281366,,2100,51,Good,,1,0,0,classification,22 CATON PLACE,BK,,R7B,OP,0,-73.97394,40.64907
289,3007488,3004470022,163.9887,3800.21692,0.04315,1931,362425,25.41,2100,10,Good,,1,0,0,classification,498 PRESIDENT STREET,BK,,M1-2,,0,-73.9867,40.67791
290,1002808,1002150015,390.45055,2455.83828,0.15899,1915,269213,76.52364,2100,13,Good,,1,0,0,classification,57 LAIGHT STREET,MN,,C6-2A,TMU,0,-74.00919,40.72189
291,1083247,1008707501,12892.27669,76300.31737,0.16897,1988,152123,273.99,2100,43,Good,,1,1,0,greenroofs.com,1 IRVING PLACE,MN,,C6-4,US,0,-73.98913,40.73458
292,1088689,1016250016,5808.25443,26433.2506,0.21973,2008,1115182,198.02639,2100,60,Good,,1,0,0,classification,1510 LEXINGTON AVENUE,MN,,C1-8X,,0,-73.95049,40.78705
293,5151735,5000060021,7636.72412,47484.87289,0.16082,2011,1257987,122.26056,2100,84,Good,,1,0,0,classification,22 CENTRAL AVENUE,SI,C,C4-2,SG,0,-74.07732,40.64069
294,1007654,1005000036,832.17545,4343.36676,0.1916,1915,209875,93.09044,2100,19,Good,,1,0,0,classification,131 SPRING STREET,MN,,M1-5A,,0,-74.00057,40.72403
295,2116699,2031200020,5639.14005,17873.1871,0.31551,1905,1108176,40.15977,2100,52,Good,,1,1,0,Visual - pre-classification,2300 SOUTHERN BOULEVARD,BX,C,PARK,,0,-73.87856,40.85475
296,3397613,3022977502,667.8435,9451.05656,0.07066,2007,986749,70.52042,2100,22,Good,,1,0,0,classification,125 NORTH 10 STREET,BK,,M1-2/R6A,MX-8,0,-73.95686,40.72025
297,1012048,1006407501,1127.51389,23742.37825,0.04749,2007,1097747,188.86029,2100,8,Good,,1,0,0,classification,400 WEST 12 STREET,MN,,C1-7A,,0,-74.00916,40.73711
298,3397085,3010947501,633.92947,4251.3332,0.14911,2009,1111089,50.29561,2100,141,Good,,1,1,0,Visual - pre-classification,628 10 STREET,BK,,R6B,,0,-73.98007,40.6651
299,1009217,1005650021,4063.66331,47340.28877,0.08584,1996,263189,259.96,2100,44,Good,,1,0,0,classification,842 BROADWAY,MN,P,C6-1,US,0,-73.99051,40.73406
300,3189113,3070230015,621.45079,3220.70384,0.19295,1930,281265,28.9,2100,6,Good,,1,0,0,classification,2820 STILLWELL AVENUE,BK,,R6,,0,-73.98214,40.5786
301,1080667,1008240015,2194.25298,17717.44431,0.12385,1906,198213,143.07289,2100,36,Good,,1,0,0,classification,37 WEST 22 STREET,MN,P,C6-4M,,0,-73.99186,40.74199
302,3326019,3002170001,4347.57152,34048.60432,0.12769,1967,734340,294.40279,2100,73,Good,,1,0,0,classification,75 HENRY STREET,BK,P,R8,,0,-73.99219,40.6984
303,1088207,1005440065,126.24381,6897.07352,0.0183,2009,1110521,177.81954,2100,42,Good,,0,1,0,greenroofs.com,2 COOPER SQUARE,MN,,M1-5B,,0,-73.99174,40.72744
304,3071908,3031510012,2084.55712,23800.59204,0.08758,2004,985092,60.76,2100,69,Good,,0,1,0,Visual - pre-classification,533 BUSHWICK AVENUE,BK,P,R7-2,,0,-73.93511,40.69928
305,3393008,3002457501,2441.35726,127092.1679,0.01921,1928,188951,191.41,2100,9,Good,,1,0,0,classification,360 FURMAN STREET,BK,,M2-1,,0,-74.00009,40.69312
306,1087716,1001427502,2467.51012,24653.00263,0.10009,2005,996369,300.85306,2100,9,Good,,1,0,0,classification,200 CHAMBERS STREET,MN,,C6-4,,0,-74.01216,40.71663
307,1007725,1005020004,263.71475,8061.98489,0.03271,1900,616680,94.11,2100,15,Good,,1,0,0,classification,94 THOMPSON STREET,MN,P,M1-5A,,0,-74.0017,40.7251
308,3033763,3012860077,307.56825,2010.41738,0.15299,1920,15757,29.51,2100,104,Good,,1,0,0,classification,1381 CARROLL STREET,BK,,R4,,0,-73.9419,40.66703
309,1087575,1001870016,2843.82213,8882.81982,0.32015,2005,996320,117.3581,2100,14,Good,,1,0,0,classification,377 GREENWICH STREET,MN,,C6-2A,TMU,0,-74.00993,40.71987
310,1084164,1020520001,1372.09868,17787.10278,0.07714,1937,541487,25.93,2100,25,Good,,1,1,0,DPR/DEP,319 WEST 145 STREET,MN,C,PARK,,0,-73.94245,40.82429
311,1046261,1014847501,1315.28449,27154.23458,0.04844,1985,438754,403.32,2100,33,Good,,1,0,0,classification,515 EAST 72 STREET,MN,,R10,,0,-73.95236,40.76685
312,1076314,1014477501,1538.32515,9437.80477,0.163,1961,471228,161.8,2100,44,Good,,1,0,0,classification,305 EAST 72 STREET,MN,P,C1-9,TA,0,-73.95793,40.76896
313,3397206,3010030038,80.88869,4862.10044,0.01664,2013,1260374,120,2100,31,Good,,0,1,0,Visual - pre-classification,438 4 AVENUE,BK,P,R8A,EC-1,0,-73.98883,40.67101
314,1011758,1006310042,930.19753,2821.72172,0.32966,1910,251405,55.15,2100,21,Good,,1,0,0,classification,527 HUDSON STREET,MN,,C1-6,,0,-74.0065,40.73414
315,1014523,1007907503,752.34357,1731.05055,0.43462,1920,823073,91.54712,2100,31,Good,,1,0,0,classification,133 WEST 14 STREET,MN,,C6-2A,,0,-73.99823,40.73821
316,1088864,1006077502,565.93732,7247.4833,0.07809,1941,18254,140.19,2100,22,Good,,1,0,0,classification,130 WEST 12 STREET,MN,,R6,,0,-73.99893,40.73635
317,1004599,1003850038,643.44403,2633.15979,0.24436,1900,345074,68.3,2100,16,Good,,1,0,0,classification,21 AVENUE C,MN,P,R7A,,0,-73.98114,40.72137
318,1009464,1005730018,76.35386,1366.86803,0.05586,1899,755570,45.73,2100,22,Good,,1,0,0,classification,48 WEST 10 STREET,MN,P,R6,,0,-73.9977,40.73412
319,1087238,1000167514,1912.9473,14670.8839,0.13039,2006,996223,378.55122,2100,10,Good,,1,1,0,Visual - pre-classification,30 LITTLE WEST STREET,MN,X,BPC,BPC,0,-74.01719,40.70619
320,3063701,3024820026,4412.56418,35714.24831,0.12355,2013,783895,15.99,2100,15,Good,,1,0,0,classification,1133 MANHATTAN AVENUE,BK,,M1-2/R6A,MX-8,0,-73.95593,40.73695
321,1085971,1011670033,407.04228,9573.38211,0.04252,2000,616483,164.43,2100,78,Good,,1,0,0,classification,332 AMSTERDAM AVENUE,MN,,C2-7A,EC-2,0,-73.98024,40.78117
322,1084594,1000160010,2813.42698,34017.36246,0.08271,1997,935570,83.63055,2100,11,Good,,1,0,0,classification,18 1 PLACE,MN,X,BPC,BPC,0,-74.01878,40.70594
323,1083193,1006080017,10.10431,950.39223,0.01063,1920,226440,55.27,2100,27,Good,,0,1,0,greenroofs.com,144 WEST 13 STREET,MN,X,R6,,0,-73.99938,40.7374
324,4534604,4000210060,10549.86026,55894.94392,0.18874,2007,1107186,319.59535,2100,11,Good,,1,0,0,classification,47-05 CENTER BOULEVARD,QN,X,M3-1,,0,-73.95619,40.74564
325,1082901,1016240033,1026.35915,14762.42444,0.06953,1990,848261,282.38722,2100,46,Good,at least some green roof,1,0,0,classification,1710 3 AVENUE,MN,P,R10,,0,-73.94963,40.7856
326,1015500,1008220039,1936.9825,12208.96014,0.15865,1900,218210,138.6,2100,42,Good,,1,1,0,Visual - pre-classification,160 5 AVENUE,MN,,C6-4M,,0,-73.99102,40.74032
327,3115233,3050360012,651.00322,1096.42068,0.59375,1910,548338,25.45,2100,61,Good,,1,1,0,Visual - pre-classification,232 MIDWOOD STREET,BK,,R6,,0,-73.95289,40.65977
328,1059019,1019430027,384.87483,1342.14281,0.28676,1920,741043,60.51577,2100,34,Good,,1,0,0,classification,307 WEST 116 STREET,MN,P,R7A,,0,-73.95583,40.80485
329,3027609,3011287501,2411.45036,15877.84995,0.15188,2002,1116128,49.81724,2100,55,Good,,1,0,0,classification,700 PACIFIC STREET,BK,,C4-4A,,0,-73.97282,40.68183
330,3398400,3013840051,2407.86883,14062.3067,0.17123,2014,1263548,57.83957,2100,115,Good,,1,0,0,classification,250 UTICA AVENUE,BK,P,R6,,0,-73.93144,40.66989
331,1089381,1003777503,1580.46425,13755.11655,0.1149,2010,1257103,136.18129,2100,13,Good,,1,0,0,classification,101 AVENUE D,MN,,R8A,,0,-73.97649,40.7237
332,2119194,2030680077,2164.35499,6057.49363,0.3573,,1269349,75.03703,2100,81,Good,,1,0,0,classification,614 EAST 179 STREET,BX,P,R7-1,,0,-73.89173,40.84747
333,3396768,3023497501,502.3798,33307.37725,0.01508,2009,1161265,68.6633,2100,18,Good,,1,0,0,classification,53 NORTH 3 STREET,BK,,M1-2/R6A,MX-8,0,-73.96345,40.71823
334,3398096,3023070001,7004.59378,49623.00787,0.14116,2012,1264197,72.89812,2100,6,Good,,1,0,0,classification,236 NORTH 10 STREET,BK,P,M1-2/R6A,MX-8,0,-73.95295,40.71723
335,1087715,1001427501,13361.34479,62229.61169,0.21471,2006,1107623,155.17253,2100,9,Good,,1,0,0,classification,89 MURRAY STREET,MN,,C6-4,,0,-74.01203,40.71556
336,2120660,2031780055,1681.15006,10554.66507,0.15928,2008,1114712,118.87599,2100,74,Good,,1,0,0,classification,2065 MORRIS AVENUE,BX,P,R8,,0,-73.90555,40.85378
337,2000365,2022860006,1209.33916,2568.42596,0.47085,1901,740752,39.97,2100,22,Good,,1,1,0,DEP,340 WILLIS AVENUE,BX,,R6,,0,-73.92097,40.81132
338,1080877,1010350017,1458.56998,6008.19947,0.24276,1931,569376,148.18,2100,40,Good,,1,1,0,Visual - pre-classification,315 WEST 44 STREET,MN,P,C6-2,CL,0,-73.98962,40.7591
339,3007819,3004600010,55.83877,723.84644,0.07714,1901,499639,39.06,2100,49,Good,,0,1,0,greenhomenyc.org,22 2 STREET,BK,,R6B,,0,-73.99477,40.67901
340,3396842,3004137501,527.4295,12132.32572,0.04347,2011,1112779,119.36321,2100,28,Good,,1,0,0,classification,152 4 AVENUE,BK,,R8A,EC-1,0,-73.98184,40.67972
341,1080878,1010350017,160.83956,8083.35058,0.0199,1931,261320,136.32,2100,39,Good,,0,1,0,classification,315 WEST 44 STREET,MN,P,C6-2,CL,0,-73.98983,40.75914
342,3002320,3002600018,574.19433,1633.66472,0.35148,1900,68888,37.96,2100,40,Good,,1,0,0,classification,17 WILLOW PLACE,BK,,R6,,0,-73.99762,40.69308
343,1012141,1006420055,357.55203,1501.89614,0.23807,1905,82428,43.98,2100,14,Good,,1,0,0,classification,830 GREENWICH STREET,MN,,R6,,0,-74.00676,40.73866
344,1012154,1006430001,1396.61179,52079.46336,0.02682,1930,270007,122.58,2100,6,Good,,1,0,0,classification,521 WEST STREET,MN,,C6-2A,,0,-74.00825,40.73907
345,1043964,1014270001,311.2089,5802.10159,0.05364,1966,497026,51.13,2100,66,Good,,1,0,0,classification,1251 3 AVENUE,MN,P,R10A,,0,-73.96007,40.76984
346,3336703,3006120130,66025.13958,224776.9805,0.29374,2007,1104648,50.47366,2100,7,Good,,1,1,0,Visual - pre-classification,21 BEARD STREET,BK,P,M1-1,,0,-74.01159,40.67161
347,2116192,2027170063,1074.29027,7161.62328,0.15001,2007,1104837,79.01856,2100,62,Good,,1,1,0,greenhomenyc.org,1015 FOX STREET,BX,P,R7-1,,0,-73.89422,40.82409
348,1087316,1003480056,139.65405,1496.86121,0.0933,2003,938259,67.23,2100,24,Good,,0,1,0,greenhomenyc.org,179 RIVINGTON STREET,MN,P,R7A,,0,-73.98446,40.71879
349,1030519,1011640037,889.5897,5673.58379,0.1568,1925,664019,105.55,2100,73,Good,,1,0,0,classification,2095 BROADWAY,MN,,C4-6A,EC-3,0,-73.98211,40.77952
350,1010619,1006080039,404.94059,22476.63522,0.01802,1961,586035,188.32438,2100,24,Good,at least some green roof,1,0,0,classification,101 WEST 12 STREET,MN,P,C6-2,,0,-73.99786,40.73627
351,4000000,4004130002,4458.76785,26623.58167,0.16747,,1268056,67.02594,5100,23,Good,,1,0,0,classification,41-42 24 STREET,QN,,M1-5/R9,LIC,0,-73.94117,40.75174
352,1034470,1012630001,574.5516,2930.30128,0.19607,1960,219574,103.98,2100,54,Good,Not visible in newer imagery on google maps,1,0,0,classification,1200 AVENUE OF THE AMER,MN,,C6-6,MID,0,-73.98149,40.75804
353,3085992,3038680002,1071.26076,32592.10753,0.03287,1950,291842,25.72412,2100,16,Good,,1,1,0,DPR,1555 LINDEN BOULEVARD,BK,C,PARK,,0,-73.90272,40.65601
354,1002143,1001890025,271.71607,4259.80723,0.06379,1910,483079,91.77,2100,13,Good,,1,0,0,classification,34 NORTH MOORE STREET,MN,,C6-2A,TMU,0,-74.00791,40.71961
355,1005001,1003990040,1125.92012,2276.01729,0.49469,1951,411658,16.11,2100,21,Good,,1,0,0,greenroofs.com,195 EAST 3 STREET,MN,,R8B,,0,-73.98329,40.72305
356,1087839,1011147503,2539.84397,16479.88072,0.15412,2005,1022883,217.34375,2100,78,Good,,1,0,0,classification,15 CENTRAL PARK WEST,MN,,C4-7,L,0,-73.9811,40.76972
357,1087510,1011147503,4483.06443,24645.38657,0.1819,2005,1094320,506.40264,2100,80,Good,,1,0,0,classification,15 CENTRAL PARK WEST,MN,,C4-7,L,0,-73.98177,40.77015
358,1011259,1006210053,109.47333,1166.52866,0.09385,1899,561886,44.28937,2100,28,Good,,1,0,0,classification,64 PERRY STREET,MN,,R6,,0,-74.00378,40.73537
359,3025013,3010730034,235.71024,1370.53233,0.17198,1901,275385,55.84,2100,139,Good,,1,0,0,classification,60 MONTGOMERY PLACE,BK,,R7B,,0,-73.9724,40.67072
360,1044111,1014320025,270.9172,2715.53424,0.09977,1910,725371,69.4142,2100,43,Good,,1,0,0,classification,1491 2 AVENUE,MN,,C1-9,,0,-73.95589,40.77255
361,3394335,3001700015,1852.73832,11773.75676,0.15736,2007,1108347,143.45271,2100,40,Good,,1,0,0,classification,160 SCHERMERHORN STREET,BK,X,C6-1,DB,0,-73.98741,40.68915
362,1087255,1004560007,1675.74215,30625.28284,0.05472,2005,996382,96.21,2100,42,Good,,1,0,0,classification,285 BOWERY,MN,,R8X,TA,0,-73.99192,40.72429
363,1041863,1013930014,1179.25297,2914.36742,0.40463,1910,699437,85.95431,2100,71,Good,,1,0,0,classification,1012 MADISON AVENUE,MN,,C5-1,MP,0,-73.96282,40.77585
364,1007303,1004870001,1519.50776,7406.72479,0.20515,1918,556871,79.3,2100,12,Good,,1,0,0,classification,484 BROOME STREET,MN,P,M1-5A,,0,-74.00222,40.72316
365,1087205,1007730134,1902.82084,8054.32224,0.23625,0,1108004,124.7,2100,32,Good,,1,0,0,classification,202 WEST 24 STREET,MN,,R8A,,1,-73.99589,40.74489
366,3336086,3004110014,365.35026,5636.15699,0.06482,0,413462,31.34469,2100,10,Good,,1,0,0,classification,BUTLER STREET,BK,C,M2-1,,0,-73.98689,40.68188
367,1087705,1011717505,3071.45243,28794.82489,0.10667,2006,996713,340.5893,2100,25,Good,,1,0,0,classification,100 RIVERSIDE BOULEVARD,MN,,R10,,0,-73.98939,40.77562
368,2114454,2028780019,743.4069,6622.37218,0.11226,2005,1050119,66.53428,2100,132,Good,,1,0,0,classification,1605 UNIVERSITY AVENUE,BX,P,R7-1,,0,-73.92047,40.84742
369,4540380,4050667501,12907.0395,104089.3466,0.124,2006,1114668,185.77973,2100,22,Good,,1,0,0,classification,40-22 COLLEGE POINT BLVD,QN,,C4-2,,0,-73.83515,40.75746
370,1022667,1009990019,1650.20769,25382.29115,0.06501,1987,812547,370.67,2100,52,Good,,1,0,0,classification,114 WEST 47 STREET,MN,P,C6-5.5,MID,0,-73.98302,40.75801
371,1029950,1011440047,267.03339,1224.86046,0.21801,1910,838263,60.46,2100,76,Good,,1,0,0,classification,136 WEST 73 STREET,MN,,R8B,,0,-73.9797,40.77851
372,1087746,1006917501,1481.51616,9729.00674,0.15228,2007,1107632,248.41288,2100,6,Good,,1,0,0,classification,100 11 AVENUE,MN,,C6-3,WCH,0,-74.00755,40.74623
373,1001591,1001457501,1295.18892,7458.914,0.17364,1915,17661,81.35,2100,27,Good,at least some green roof,1,0,0,classification,105 CHAMBERS STREET,MN,,C6-3A,TMU,0,-74.008,40.71522
374,1002045,1001807502,424.5521,5686.85805,0.07465,1915,613490,80.68,2100,15,Good,,1,1,0,greenroofs.com,69 HUDSON STREET,MN,P,C6-2A,TMU,0,-74.00913,40.71809
375,1080570,1007890030,776.57289,12035.36424,0.06452,1922,818401,227.72039,2100,49,Good,,1,0,0,classification,205 WEST 39 STREET,MN,,M1-6,GC,0,-73.98878,40.75462
376,1002846,1002200026,392.54957,4874.16758,0.08054,1915,7555,74.14,2100,12,Good,,1,0,0,classification,34 LAIGHT STREET,MN,,C6-2A,TMU,0,-74.00735,40.72215
377,3334962,3019200001,2910.49732,7036.30772,0.41364,1975,1250116,96.87645,2100,58,Good,,1,1,0,classification,255 RYERSON STREET,BK,P,R7-1,,0,-73.96427,40.69137
378,1082348,1019890001,2290.463,10512.82169,0.21787,1901,1160912,17.71,2100,134,Good,,1,0,0,classification,3009 BROADWAY,MN,P,R8,,0,-73.96298,40.80977
379,3402928,3001817501,160.05052,1588.31368,0.10077,2011,1192853,18.18153,2100,34,Good,,1,0,0,classification,253 PACIFIC STREET,BK,,R6A,DB,0,-73.99038,40.68849
380,4005271,4004570169,6713.6745,10654.10417,0.63015,1963,425866,19.56,2100,16,Good,,1,1,0,Visual - pre-classification,13-06 QUEENS PLAZA SOUTH,QN,,M1-4,,0,-73.94495,40.75218
381,2010431,2029720034,2785.97975,4116.95276,0.67671,1930,798440,52.59,2100,69,Good,,1,1,0,DEP,1347 BRISTOW STREET,BX,P,R7-1,,0,-73.89513,40.83194
382,1015487,1008217503,159.51892,19697.67863,0.0081,1906,180180,83.43,2100,35,Good,at least some green roof,1,0,0,classification,650 AVENUE OF THE AMER,MN,,C6-2A,,0,-73.99382,40.74075
383,2085823,2059120091,16067.62522,32603.50877,0.49282,1961,733286,115.2518,2100,165,Good,,1,0,0,classification,4901 HENRY HUDSON PKWY W,BX,,R4,,0,-73.90883,40.89635
384,4541713,4000210020,6672.50673,78619.26713,0.08487,2011,1119630,393.40368,2100,6,Good,,1,0,0,classification,45-45 CENTER BOULEVARD,QN,P,M3-1,,0,-73.95598,40.7478
385,2015674,2032560005,2694.67926,7355.42485,0.36635,2011,1257061,58.57917,2100,102,Good,,1,0,0,classification,2701 KINGSBRIDGE TERRACE,BX,X,R6,,0,-73.9041,40.87091
386,2127407,2025821001,7978.71668,25223.3839,0.31632,2016,1269387,85.75846,2100,31,Good,,1,0,0,classification,,BX,,,,1,-73.90594,40.81165
387,3001763,3002340055,178.36736,1651.18566,0.10802,1850,576668,55.88207,2100,80,Good,,1,0,0,classification,120 WILLOW STREET,BK,,R6,,0,-73.99612,40.69751
388,3341638,3013410012,1430.7604,4580.19605,0.31238,1950,519467,11.1,2100,70,Good,,1,0,0,classification,1620 PACIFIC STREET,BK,O,R6,,0,-73.9346,40.67645
389,3028553,3011537504,826.174,5084.585,0.16249,1930,644872,14.29,2100,111,Good,,1,0,0,classification,330 ST MARKS AVENUE,BK,,R6B,,1,-73.96479,40.67741
390,1088460,1010340037,3893.94328,26073.69159,0.14934,2009,1111432,353.70553,2100,40,Good,,1,1,0,Visual - pre-classification,306 WEST 44 STREET,MN,,C6-4,CL,0,-73.98979,40.75867
391,1010857,1006110074,193.24892,1012.57708,0.19085,1920,833996,36.71,2100,21,Good,,1,0,0,classification,149 WEST 10 STREET,MN,,R6,,0,-74.00115,40.73462
392,3336004,3003247501,216.59236,1634.20526,0.13254,2015,548016,40.05,2100,39,Good,,0,1,0,Visual - pre-classification,229 DEGRAW STREET,BK,,R6,,0,-73.99739,40.68448
393,1047483,1015080044,662.74421,2202.61678,0.30089,1899,482774,63.17594,2100,60,Good,,1,0,0,classification,170 EAST 80 STREET,MN,,R8B,,0,-73.95767,40.77514
394,4005206,4004430014,5832.73613,26766.34609,0.21791,2009,724447,90.47161,2100,21,Good,,1,1,0,Visual - pre-classification,12-12 43 AVENUE,QN,,M1-4,,0,-73.94717,40.75105
395,4459552,4119000002,2575.25527,5853.22206,0.43997,0,51149,17.734,2100,14,Good,,1,0,0,classification,NASSAU BOULEVARD,QN,C,M2-1,,0,-73.80766,40.66092
396,1084846,1018860001,249.86362,11516.12119,0.0217,1912,42345,98.63,2100,137,Good,,1,0,0,classification,1100 AMSTERDAM AVENUE,MN,P,R8,,0,-73.96146,40.80661
397,1008117,1005190070,615.1677,19212.93052,0.03202,1929,681264,251.4,2100,17,Good,,1,0,0,classification,180 VARICK STREET,MN,P,M1-6,HSQ,0,-74.00505,40.7273
398,3007326,3004370001,1016.41234,31241.51954,0.03253,1950,624292,41.31468,2100,32,Good,,1,1,0,Visual - pre-classification,317 HOYT STREET,BK,C,R6B,,0,-73.99146,40.68005
399,3062282,3023397501,34.09506,738.07649,0.04619,2009,783177,57.841,2100,15,Good,,0,1,0,greenhomenyc.org,439 METROPOLITAN AVENUE,BK,,R6,,0,-73.95397,40.71424
400,2116514,2029760020,487.065,5464.44685,0.08913,2006,1105916,51.22007,2100,44,Good,,1,0,0,classification,1321 LOUIS NINE BOULEVARD,BX,P,R7-1,,0,-73.89267,40.83147
401,1043547,1014157501,1426.39764,14642.78027,0.09741,1986,372617,422.74,2100,59,Good,,1,0,0,classification,200 EAST 61 STREET,MN,P,C1-9,,0,-73.96581,40.76221
402,1087978,1010137501,606.91491,31661.52911,0.01917,0,1105845,597.8,2100,36,Good,,1,0,0,classification,640 8 AVENUE,MN,,C6-7,,1,-73.98936,40.75634
403,4445407,4161550021,13282.52131,87601.39928,0.15162,1969,198280,117.7188,2100,14,Good,,1,0,0,classification,320 BEACH 100 STREET,QN,X,R6,,0,-73.82138,40.58584
404,1001355,1001010001,242.33101,11049.47725,0.02193,1900,622128,157.1,2100,39,Good,,1,1,0,DEP,36 PARK ROW,MN,P,C6-4,LM,0,-74.00651,40.71163
405,3025254,3010770030,261.02809,1435.41121,0.18185,1920,574307,49.95,2100,136,Good,,1,0,0,classification,570 1 STREET,BK,,R7B,,0,-73.97368,40.66961
406,1070014,1010287501,1286.29546,28866.54823,0.04456,1987,573700,446.61,2100,75,Good,,1,0,0,classification,235 WEST 56 STREET,MN,,C5-3,MID,0,-73.98267,40.76588
407,1041372,1013860056,358.48578,2020.67035,0.17741,0,422766,67.94,2100,71,Good,,1,0,0,classification,888 MADISON AVENUE,MN,,C5-1,MP,1,-73.96587,40.77175
408,1088631,1018337506,14651.41596,34539.51324,0.42419,2007,1109724,191.1007,2100,85,Good,,1,0,0,classification,795 COLUMBUS AVENUE,MN,,R7-2,,0,-73.96601,40.7943
409,1087051,1018380022,811.24894,6426.39493,0.12624,1998,941998,65.1,2100,94,Good,,1,0,0,classification,17 WEST 102 STREET,MN,P,R8B,,0,-73.9626,40.79601
410,2023321,2037087501,10032.80433,112685.9674,0.08903,1968,110624,35.47,2100,12,Good,,1,1,0,greenroofs.com,1055 BRONX RIVER AVENUE,BX,P,M1-1,,0,-73.88361,40.824
411,3061641,3023010001,15430.12048,32302.48151,0.47768,2010,1254687,35.49091,2100,16,Good,,1,1,0,Visual - pre-classification,86 KENT AVENUE,BK,C,M3-1,,0,-73.96064,40.72192
412,1089625,1005967501,49895.5055,83074.19543,0.60061,2011,1262801,129.59745,2100,12,Good,,1,1,0,Visual - pre-classification,500 WASHINGTON STREET,MN,C,M2-4,,0,-74.01023,40.72684
413,4541714,4000210110,1142.38962,27699.66194,0.04124,2012,1119520,263.56901,2100,8,Good,,1,0,0,classification,4610 CENTER BOULEVARD,QN,X,M3-1,,0,-73.9568,40.74715
414,4540695,4004140121,377.40785,6453.11804,0.05848,,1268890,131.9141,2100,27,Good,,1,0,0,classification,41-24 24 STREET,QN,,M1-5/R7-3,LIC,0,-73.94027,40.75197
415,1008850,1005510001,1383.25228,27751.97966,0.04984,1952,436932,206.98,2100,26,Good,,1,0,0,classification,2 5 AVENUE,MN,,R10,,0,-73.99726,40.73181
416,1007941,1005107502,2555.35063,22728.29392,0.11243,1901,705491,146.30204,2100,43,Good,,1,0,0,classification,295 LAFAYETTE STREET,MN,,C6-3,,0,-73.99524,40.7248
417,1088611,1002187504,686.17745,7546.6571,0.09092,0,1105455,108.25887,2100,10,Good,,1,0,0,classification,415 WASHINGTON STREET,MN,,C6-2A,TMU,1,-74.01024,40.72271
418,3061917,3023197501,3025.43023,3646.65358,0.82965,0,163543,20.85,2100,33,Good,,1,0,0,classification,144 NORTH 8 STREET,BK,,R6B,,1,-73.958,40.71867
419,1001883,1001737504,670.05074,11096.49145,0.06038,1924,121440,157.49,2100,31,Good,,1,0,0,classification,93 WORTH STREET,MN,,C6-2A,,0,-74.00505,40.71669
420,1011095,1006187504,692.51528,9616.95163,0.07201,2008,1111448,144.01048,2100,23,Good,,1,0,0,classification,122 GREENWICH AVENUE,MN,,C1-6,,0,-74.0024,40.73911
421,1087654,1004417503,1277.74165,11563.82392,0.11049,2006,996625,90.47081,2100,9,Good,,1,0,0,classification,421 EAST 13 STREET,MN,,C1-6A,,0,-73.98197,40.73043
422,1009518,1005740018,133.64739,1121.28824,0.11919,1899,247363,39.1,2100,25,Good,,1,0,0,classification,52 WEST 11 STREET,MN,,R6,,0,-73.9971,40.73477
423,4005076,4004270060,719.10315,18421.27984,0.03904,1931,64747,76.12,2100,19,Good,,0,1,0,classification,42-02 22 STREET,QN,P,M1-5,LIC,0,-73.94397,40.75094
424,1011848,1006320039,386.72202,4151.54366,0.09315,1915,466799,73.88,2100,21,Good,,1,1,0,classification,719 GREENWICH STREET,MN,,R6,,0,-74.00675,40.73455
